"Notes"	"Cancer Sites"	"Cancer Sites Code"	"States"	"States Code"	Count
	"Female Genital System"	"27010-27070"	"Colorado"	"08"	26037
	"Female Genital System"	"27010-27070"	"Connecticut"	"09"	25874
	"Female Genital System"	"27010-27070"	"Delaware"	"10"	6512
	"Female Genital System"	"27010-27070"	"District of Columbia"	"11"	4038
	"Female Genital System"	"27010-27070"	"Florida"	"12"	136178
	"Female Genital System"	"27010-27070"	"Georgia"	"13"	52250
	"Female Genital System"	"27010-27070"	"Hawaii"	"15"	8830
	"Female Genital System"	"27010-27070"	"Idaho"	"16"	8500
	"Female Genital System"	"27010-27070"	"Illinois"	"17"	86279
	"Female Genital System"	"27010-27070"	"Indiana"	"18"	40416
	"Female Genital System"	"27010-27070"	"Iowa"	"19"	22438
	"Female Genital System"	"27010-27070"	"Kansas"	"20"	17146
	"Female Genital System"	"27010-27070"	"Kentucky"	"21"	28682
	"Female Genital System"	"27010-27070"	"Louisiana"	"22"	24407
	"Female Genital System"	"27010-27070"	"Maine"	"23"	10794
	"Female Genital System"	"27010-27070"	"Maryland"	"24"	36462
	"Female Genital System"	"27010-27070"	"Massachusetts"	"25"	46859
	"Female Genital System"	"27010-27070"	"Michigan"	"26"	69733
	"Female Genital System"	"27010-27070"	"Minnesota"	"27"	34627
	"Female Genital System"	"27010-27070"	"Mississippi"	"28"	13823
	"Female Genital System"	"27010-27070"	"Missouri"	"29"	39227
	"Female Genital System"	"27010-27070"	"Montana"	"30"	6483
	"Female Genital System"	"27010-27070"	"Nebraska"	"31"	11426
	"Female Genital System"	"27010-27070"	"Nevada"	"32"	12933
	"Female Genital System"	"27010-27070"	"New Hampshire"	"33"	9678
	"Female Genital System"	"27010-27070"	"New Jersey"	"34"	67595
	"Female Genital System"	"27010-27070"	"New Mexico"	"35"	11620
	"Female Genital System"	"27010-27070"	"New York"	"36"	145358
	"Female Genital System"	"27010-27070"	"North Carolina"	"37"	57837
	"Female Genital System"	"27010-27070"	"North Dakota"	"38"	4032
	"Female Genital System"	"27010-27070"	"Ohio"	"39"	82168
	"Female Genital System"	"27010-27070"	"Oklahoma"	"40"	22343
	"Female Genital System"	"27010-27070"	"Oregon"	"41"	25849
	"Female Genital System"	"27010-27070"	"Pennsylvania"	"42"	103215
	"Female Genital System"	"27010-27070"	"Rhode Island"	"44"	8051
	"Female Genital System"	"27010-27070"	"South Carolina"	"45"	27622
	"Female Genital System"	"27010-27070"	"South Dakota"	"46"	4821
	"Female Genital System"	"27010-27070"	"Tennessee"	"47"	38013
	"Female Genital System"	"27010-27070"	"Texas"	"48"	128456
	"Female Genital System"	"27010-27070"	"Utah"	"49"	11864
	"Female Genital System"	"27010-27070"	"Vermont"	"50"	4858
	"Female Genital System"	"27010-27070"	"Virginia"	"51"	46031
	"Female Genital System"	"27010-27070"	"Washington"	"53"	42127
	"Female Genital System"	"27010-27070"	"West Virginia"	"54"	15309
	"Female Genital System"	"27010-27070"	"Wisconsin"	"55"	39525
	"Female Genital System"	"27010-27070"	"Wyoming"	"56"	3051
	"Cervix Uteri"	"27010"	"Alabama"	"01"	4988
	"Cervix Uteri"	"27010"	"Alaska"	"02"	535
	"Cervix Uteri"	"27010"	"Arizona"	"04"	4773
	"Cervix Uteri"	"27010"	"Arkansas"	"05"	3210
	"Cervix Uteri"	"27010"	"California"	"06"	32974
	"Cervix Uteri"	"27010"	"Colorado"	"08"	3573
	"Cervix Uteri"	"27010"	"Connecticut"	"09"	2702
	"Cervix Uteri"	"27010"	"Delaware"	"10"	882
	"Cervix Uteri"	"27010"	"District of Columbia"	"11"	701
	"Cervix Uteri"	"27010"	"Florida"	"12"	21709
	"Cervix Uteri"	"27010"	"Georgia"	"13"	9077
	"Cervix Uteri"	"27010"	"Hawaii"	"15"	1152
	"Cervix Uteri"	"27010"	"Idaho"	"16"	1080
	"Cervix Uteri"	"27010"	"Illinois"	"17"	12531
	"Cervix Uteri"	"27010"	"Indiana"	"18"	5688
	"Cervix Uteri"	"27010"	"Iowa"	"19"	2488
	"Cervix Uteri"	"27010"	"Kansas"	"20"	2369
	"Cervix Uteri"	"27010"	"Kentucky"	"21"	4705
	"Cervix Uteri"	"27010"	"Louisiana"	"22"	4877
	"Cervix Uteri"	"27010"	"Maine"	"23"	1065
	"Cervix Uteri"	"27010"	"Maryland"	"24"	4887
	"Cervix Uteri"	"27010"	"Massachusetts"	"25"	4568
	"Cervix Uteri"	"27010"	"Michigan"	"26"	8324
	"Cervix Uteri"	"27010"	"Minnesota"	"27"	3545
	"Cervix Uteri"	"27010"	"Mississippi"	"28"	2611
	"Cervix Uteri"	"27010"	"Missouri"	"29"	5758
	"Cervix Uteri"	"27010"	"Montana"	"30"	787
	"Cervix Uteri"	"27010"	"Nebraska"	"31"	1480
	"Cervix Uteri"	"27010"	"Nevada"	"32"	2381
	"Cervix Uteri"	"27010"	"New Hampshire"	"33"	907
	"Cervix Uteri"	"27010"	"New Jersey"	"34"	9063
	"Cervix Uteri"	"27010"	"New Mexico"	"35"	1768
	"Cervix Uteri"	"27010"	"New York"	"36"	19483
	"Cervix Uteri"	"27010"	"North Carolina"	"37"	8230
	"Cervix Uteri"	"27010"	"North Dakota"	"38"	425
	"Cervix Uteri"	"27010"	"Ohio"	"39"	10667
	"Cervix Uteri"	"27010"	"Oklahoma"	"40"	3964
	"Cervix Uteri"	"27010"	"Oregon"	"41"	3044
	"Cervix Uteri"	"27010"	"Pennsylvania"	"42"	11777
	"Cervix Uteri"	"27010"	"Rhode Island"	"44"	927
	"Cervix Uteri"	"27010"	"South Carolina"	"45"	4528
	"Cervix Uteri"	"27010"	"South Dakota"	"46"	534
	"Cervix Uteri"	"27010"	"Tennessee"	"47"	6220
	"Cervix Uteri"	"27010"	"Texas"	"48"	26264
	"Cervix Uteri"	"27010"	"Utah"	"49"	1452
	"Cervix Uteri"	"27010"	"Vermont"	"50"	437
	"Cervix Uteri"	"27010"	"Virginia"	"51"	6106
	"Cervix Uteri"	"27010"	"Washington"	"53"	5247
	"Cervix Uteri"	"27010"	"West Virginia"	"54"	2187
	"Cervix Uteri"	"27010"	"Wisconsin"	"55"	4186
	"Cervix Uteri"	"27010"	"Wyoming"	"56"	484
	"Corpus Uteri"	"27020"	"Alabama"	"01"	11648
	"Corpus Uteri"	"27020"	"Alaska"	"02"	1697
	"Corpus Uteri"	"27020"	"Arizona"	"04"	16602
	"Corpus Uteri"	"27020"	"Arkansas"	"05"	8019
	"Corpus Uteri"	"27020"	"California"	"06"	104902
	"Corpus Uteri"	"27020"	"Colorado"	"08"	12913
	"Corpus Uteri"	"27020"	"Connecticut"	"09"	14269
	"Corpus Uteri"	"27020"	"Delaware"	"10"	3495
	"Corpus Uteri"	"27020"	"District of Columbia"	"11"	1988
	"Corpus Uteri"	"27020"	"Florida"	"12"	65027
	"Corpus Uteri"	"27020"	"Georgia"	"13"	24198
	"Corpus Uteri"	"27020"	"Hawaii"	"15"	5065
	"Corpus Uteri"	"27020"	"Idaho"	"16"	4385
	"Corpus Uteri"	"27020"	"Illinois"	"17"	45291
	"Corpus Uteri"	"27020"	"Indiana"	"18"	21411
	"Corpus Uteri"	"27020"	"Iowa"	"19"	12077
	"Corpus Uteri"	"27020"	"Kansas"	"20"	8727
	"Corpus Uteri"	"27020"	"Kentucky"	"21"	14121
	"Corpus Uteri"	"27020"	"Louisiana"	"22"	10610
	"Corpus Uteri"	"27020"	"Maine"	"23"	6153
	"Corpus Uteri"	"27020"	"Maryland"	"24"	18750
	"Corpus Uteri"	"27020"	"Massachusetts"	"25"	26113
	"Corpus Uteri"	"27020"	"Michigan"	"26"	37139
	"Corpus Uteri"	"27020"	"Minnesota"	"27"	19400
	"Corpus Uteri"	"27020"	"Mississippi"	"28"	6497
	"Corpus Uteri"	"27020"	"Missouri"	"29"	20306
	"Corpus Uteri"	"27020"	"Montana"	"30"	3436
	"Corpus Uteri"	"27020"	"Nebraska"	"31"	6182
	"Corpus Uteri"	"27020"	"Nevada"	"32"	5810
	"Corpus Uteri"	"27020"	"New Hampshire"	"33"	5478
	"Corpus Uteri"	"27020"	"New Jersey"	"34"	35682
	"Corpus Uteri"	"27020"	"New Mexico"	"35"	5606
	"Corpus Uteri"	"27020"	"New York"	"36"	77503
	"Corpus Uteri"	"27020"	"North Carolina"	"37"	28853
	"Corpus Uteri"	"27020"	"North Dakota"	"38"	2181
	"Corpus Uteri"	"27020"	"Ohio"	"39"	44209
	"Corpus Uteri"	"27020"	"Oklahoma"	"40"	10029
	"Corpus Uteri"	"27020"	"Oregon"	"41"	13672
	"Corpus Uteri"	"27020"	"Pennsylvania"	"42"	57674
	"Corpus Uteri"	"27020"	"Rhode Island"	"44"	4313
	"Corpus Uteri"	"27020"	"South Carolina"	"45"	13396
	"Corpus Uteri"	"27020"	"South Dakota"	"46"	2636
	"Corpus Uteri"	"27020"	"Tennessee"	"47"	17948
	"Corpus Uteri"	"27020"	"Texas"	"48"	56188
	"Corpus Uteri"	"27020"	"Utah"	"49"	6399
	"Corpus Uteri"	"27020"	"Vermont"	"50"	2899
	"Corpus Uteri"	"27020"	"Virginia"	"51"	23609
	"Corpus Uteri"	"27020"	"Washington"	"53"	21640
	"Corpus Uteri"	"27020"	"West Virginia"	"54"	8046
	"Corpus Uteri"	"27020"	"Wisconsin"	"55"	21602
	"Corpus Uteri"	"27020"	"Wyoming"	"56"	1443
	"Uterus, NOS"	"27030"	"Alabama"	"01"	547
	"Uterus, NOS"	"27030"	"Alaska"	"02"	38
	"Uterus, NOS"	"27030"	"Arizona"	"04"	803
	"Uterus, NOS"	"27030"	"Arkansas"	"05"	277
	"Uterus, NOS"	"27030"	"California"	"06"	3506
	"Uterus, NOS"	"27030"	"Colorado"	"08"	112
	"Uterus, NOS"	"27030"	"Connecticut"	"09"	420
	"Uterus, NOS"	"27030"	"Delaware"	"10"	158
	"Uterus, NOS"	"27030"	"District of Columbia"	"11"	126
	"Uterus, NOS"	"27030"	"Florida"	"12"	2908
	"Uterus, NOS"	"27030"	"Georgia"	"13"	763
	"Uterus, NOS"	"27030"	"Hawaii"	"15"	92
	"Uterus, NOS"	"27030"	"Idaho"	"16"	145
	"Uterus, NOS"	"27030"	"Illinois"	"17"	1269
	"Uterus, NOS"	"27030"	"Indiana"	"18"	308
	"Uterus, NOS"	"27030"	"Iowa"	"19"	322
	"Uterus, NOS"	"27030"	"Kansas"	"20"	318
	"Uterus, NOS"	"27030"	"Kentucky"	"21"	318
	"Uterus, NOS"	"27030"	"Louisiana"	"22"	401
	"Uterus, NOS"	"27030"	"Maine"	"23"	140
	"Uterus, NOS"	"27030"	"Maryland"	"24"	830
	"Uterus, NOS"	"27030"	"Massachusetts"	"25"	657
	"Uterus, NOS"	"27030"	"Michigan"	"26"	1381
	"Uterus, NOS"	"27030"	"Minnesota"	"27"	283
	"Uterus, NOS"	"27030"	"Mississippi"	"28"	259
	"Uterus, NOS"	"27030"	"Missouri"	"29"	708
	"Uterus, NOS"	"27030"	"Nebraska"	"31"	157
	"Uterus, NOS"	"27030"	"Nevada"	"32"	287
	"Uterus, NOS"	"27030"	"New Hampshire"	"33"	189
	"Uterus, NOS"	"27030"	"New Jersey"	"34"	1428
	"Uterus, NOS"	"27030"	"New Mexico"	"35"	206
	"Uterus, NOS"	"27030"	"New York"	"36"	2537
	"Uterus, NOS"	"27030"	"North Carolina"	"37"	1048
	"Uterus, NOS"	"27030"	"North Dakota"	"38"	60
	"Uterus, NOS"	"27030"	"Ohio"	"39"	1768
	"Uterus, NOS"	"27030"	"Oklahoma"	"40"	521
	"Uterus, NOS"	"27030"	"Oregon"	"41"	380
	"Uterus, NOS"	"27030"	"Pennsylvania"	"42"	848
	"Uterus, NOS"	"27030"	"Rhode Island"	"44"	141
	"Uterus, NOS"	"27030"	"South Carolina"	"45"	530
	"Uterus, NOS"	"27030"	"South Dakota"	"46"	55
	"Uterus, NOS"	"27030"	"Tennessee"	"47"	785
	"Uterus, NOS"	"27030"	"Texas"	"48"	3667
	"Uterus, NOS"	"27030"	"Utah"	"49"	123
	"Uterus, NOS"	"27030"	"Vermont"	"50"	77
	"Uterus, NOS"	"27030"	"Virginia"	"51"	1000
	"Uterus, NOS"	"27030"	"Washington"	"53"	428
	"Uterus, NOS"	"27030"	"West Virginia"	"54"	252
	"Uterus, NOS"	"27030"	"Wisconsin"	"55"	876
	"Uterus, NOS"	"27030"	"Wyoming"	"56"	49
	"Ovary"	"27040"	"Alabama"	"01"	7575
	"Ovary"	"27040"	"Alaska"	"02"	757
	"Ovary"	"27040"	"Arizona"	"04"	9239
	"Ovary"	"27040"	"Arkansas"	"05"	4193
	"Ovary"	"27040"	"California"	"06"	52829
	"Ovary"	"27040"	"Colorado"	"08"	6941
	"Ovary"	"27040"	"Connecticut"	"09"	6045
	"Ovary"	"27040"	"Delaware"	"10"	1438
	"Ovary"	"27040"	"District of Columbia"	"11"	874
	"Ovary"	"27040"	"Florida"	"12"	34906
	"Ovary"	"27040"	"Georgia"	"13"	13142
	"Ovary"	"27040"	"Hawaii"	"15"	1746
	"Ovary"	"27040"	"Idaho"	"16"	2179
	"Ovary"	"27040"	"Illinois"	"17"	19656
	"Ovary"	"27040"	"Indiana"	"18"	9254
	"Ovary"	"27040"	"Iowa"	"19"	5083
	"Ovary"	"27040"	"Kansas"	"20"	4130
	"Ovary"	"27040"	"Kentucky"	"21"	6197
	"Ovary"	"27040"	"Louisiana"	"22"	5912
	"Ovary"	"27040"	"Maine"	"23"	2117
	"Ovary"	"27040"	"Maryland"	"24"	8545
	"Ovary"	"27040"	"Massachusetts"	"25"	10946
	"Ovary"	"27040"	"Michigan"	"26"	16272
	"Ovary"	"27040"	"Minnesota"	"27"	7659
	"Ovary"	"27040"	"Mississippi"	"28"	3018
	"Ovary"	"27040"	"Missouri"	"29"	8714
	"Ovary"	"27040"	"Montana"	"30"	1702
	"Ovary"	"27040"	"Nebraska"	"31"	2572
	"Ovary"	"27040"	"Nevada"	"32"	3382
	"Ovary"	"27040"	"New Hampshire"	"33"	2148
	"Ovary"	"27040"	"New Jersey"	"34"	15834
	"Ovary"	"27040"	"New Mexico"	"35"	3010
	"Ovary"	"27040"	"New York"	"36"	33731
	"Ovary"	"27040"	"North Carolina"	"37"	13920
	"Ovary"	"27040"	"North Dakota"	"38"	978
	"Ovary"	"27040"	"Ohio"	"39"	18419
	"Ovary"	"27040"	"Oklahoma"	"40"	5829
	"Ovary"	"27040"	"Oregon"	"41"	6404
	"Ovary"	"27040"	"Pennsylvania"	"42"	23438
	"Ovary"	"27040"	"Rhode Island"	"44"	1715
	"Ovary"	"27040"	"South Carolina"	"45"	6425
	"Ovary"	"27040"	"South Dakota"	"46"	1111
	"Ovary"	"27040"	"Tennessee"	"47"	9252
	"Ovary"	"27040"	"Texas"	"48"	32092
	"Ovary"	"27040"	"Utah"	"49"	2967
	"Ovary"	"27040"	"Vermont"	"50"	975
	"Ovary"	"27040"	"Virginia"	"51"	11201
	"Ovary"	"27040"	"Washington"	"53"	10536
	"Ovary"	"27040"	"West Virginia"	"54"	3536
	"Ovary"	"27040"	"Wisconsin"	"55"	9619
	"Ovary"	"27040"	"Wyoming"	"56"	811
	"Vagina"	"27050"	"Alabama"	"01"	509
	"Vagina"	"27050"	"Alaska"	"02"	51
	"Vagina"	"27050"	"Arizona"	"04"	416
	"Vagina"	"27050"	"Arkansas"	"05"	326
	"Vagina"	"27050"	"California"	"06"	2909
	"Vagina"	"27050"	"Colorado"	"08"	349
	"Vagina"	"27050"	"Connecticut"	"09"	346
	"Vagina"	"27050"	"Delaware"	"10"	88
	"Vagina"	"27050"	"District of Columbia"	"11"	80
	"Vagina"	"27050"	"Florida"	"12"	1918
	"Vagina"	"27050"	"Georgia"	"13"	1024
	"Vagina"	"27050"	"Hawaii"	"15"	87
	"Vagina"	"27050"	"Idaho"	"16"	111
	"Vagina"	"27050"	"Illinois"	"17"	1150
	"Vagina"	"27050"	"Indiana"	"18"	580
	"Vagina"	"27050"	"Iowa"	"19"	299
	"Vagina"	"27050"	"Kansas"	"20"	252
	"Vagina"	"27050"	"Kentucky"	"21"	522
	"Vagina"	"27050"	"Louisiana"	"22"	520
	"Vagina"	"27050"	"Maine"	"23"	146
	"Vagina"	"27050"	"Maryland"	"24"	628
	"Vagina"	"27050"	"Massachusetts"	"25"	546
	"Vagina"	"27050"	"Michigan"	"26"	1003
	"Vagina"	"27050"	"Minnesota"	"27"	369
	"Vagina"	"27050"	"Mississippi"	"28"	269
	"Vagina"	"27050"	"Missouri"	"29"	517
	"Vagina"	"27050"	"Montana"	"30"	77
	"Vagina"	"27050"	"Nebraska"	"31"	126
	"Vagina"	"27050"	"Nevada"	"32"	185
	"Vagina"	"27050"	"New Hampshire"	"33"	110
	"Vagina"	"27050"	"New Jersey"	"34"	818
	"Vagina"	"27050"	"New Mexico"	"35"	189
	"Vagina"	"27050"	"New York"	"36"	1723
	"Vagina"	"27050"	"North Carolina"	"37"	925
	"Vagina"	"27050"	"North Dakota"	"38"	46
	"Vagina"	"27050"	"Ohio"	"39"	1060
	"Vagina"	"27050"	"Oklahoma"	"40"	330
	"Vagina"	"27050"	"Oregon"	"41"	315
	"Vagina"	"27050"	"Pennsylvania"	"42"	1282
	"Vagina"	"27050"	"Rhode Island"	"44"	93
	"Vagina"	"27050"	"South Carolina"	"45"	449
	"Vagina"	"27050"	"South Dakota"	"46"	61
	"Vagina"	"27050"	"Tennessee"	"47"	665
	"Vagina"	"27050"	"Texas"	"48"	2010
	"Vagina"	"27050"	"Utah"	"49"	136
	"Vagina"	"27050"	"Vermont"	"50"	54
	"Vagina"	"27050"	"Virginia"	"51"	703
	"Vagina"	"27050"	"Washington"	"53"	587
	"Vagina"	"27050"	"West Virginia"	"54"	219
	"Vagina"	"27050"	"Wisconsin"	"55"	401
	"Vagina"	"27050"	"Wyoming"	"56"	39
	"Vulva"	"27060"	"Alabama"	"01"	1684
	"Vulva"	"27060"	"Alaska"	"02"	172
	"Vulva"	"27060"	"Arizona"	"04"	1452
	"Vulva"	"27060"	"Arkansas"	"05"	1061
	"Vulva"	"27060"	"California"	"06"	8669
	"Vulva"	"27060"	"Colorado"	"08"	1287
	"Vulva"	"27060"	"Connecticut"	"09"	1389
	"Vulva"	"27060"	"Delaware"	"10"	356
	"Vulva"	"27060"	"District of Columbia"	"11"	160
	"Vulva"	"27060"	"Florida"	"12"	6650
	"Vulva"	"27060"	"Georgia"	"13"	2969
	"Vulva"	"27060"	"Hawaii"	"15"	342
	"Vulva"	"27060"	"Idaho"	"16"	433
	"Vulva"	"27060"	"Illinois"	"17"	4367
	"Vulva"	"27060"	"Indiana"	"18"	2318
	"Vulva"	"27060"	"Iowa"	"19"	1485
	"Vulva"	"27060"	"Kansas"	"20"	955
	"Vulva"	"27060"	"Kentucky"	"21"	2044
	"Vulva"	"27060"	"Louisiana"	"22"	1585
	"Vulva"	"27060"	"Maine"	"23"	719
	"Vulva"	"27060"	"Maryland"	"24"	1865
	"Vulva"	"27060"	"Massachusetts"	"25"	2529
	"Vulva"	"27060"	"Michigan"	"26"	3999
	"Vulva"	"27060"	"Minnesota"	"27"	2001
	"Vulva"	"27060"	"Mississippi"	"28"	880
	"Vulva"	"27060"	"Missouri"	"29"	2254
	"Vulva"	"27060"	"Montana"	"30"	316
	"Vulva"	"27060"	"Nebraska"	"31"	664
	"Vulva"	"27060"	"Nevada"	"32"	639
	"Vulva"	"27060"	"New Hampshire"	"33"	522
	"Vulva"	"27060"	"New Jersey"	"34"	3191
	"Vulva"	"27060"	"New Mexico"	"35"	492
	"Vulva"	"27060"	"New York"	"36"	6666
	"Vulva"	"27060"	"North Carolina"	"37"	3321
	"Vulva"	"27060"	"North Dakota"	"38"	244
	"Vulva"	"27060"	"Ohio"	"39"	4534
	"Vulva"	"27060"	"Oklahoma"	"40"	1356
	"Vulva"	"27060"	"Oregon"	"41"	1291
	"Vulva"	"27060"	"Pennsylvania"	"42"	5931
	"Vulva"	"27060"	"Rhode Island"	"44"	545
	"Vulva"	"27060"	"South Carolina"	"45"	1666
	"Vulva"	"27060"	"South Dakota"	"46"	339
	"Vulva"	"27060"	"Tennessee"	"47"	2334
	"Vulva"	"27060"	"Texas"	"48"	5716
	"Vulva"	"27060"	"Utah"	"49"	494
	"Vulva"	"27060"	"Vermont"	"50"	244
	"Vulva"	"27060"	"Virginia"	"51"	2275
	"Vulva"	"27060"	"Washington"	"53"	2142
	"Vulva"	"27060"	"West Virginia"	"54"	870
	"Vulva"	"27060"	"Wisconsin"	"55"	2004
	"Vulva"	"27060"	"Wyoming"	"56"	160
	"Other Female Genital Organs"	"27070"	"Alabama"	"01"	355
	"Other Female Genital Organs"	"27070"	"Alaska"	"02"	128
	"Other Female Genital Organs"	"27070"	"Arizona"	"04"	903
	"Other Female Genital Organs"	"27070"	"Arkansas"	"05"	297
	"Other Female Genital Organs"	"27070"	"California"	"06"	5163
	"Other Female Genital Organs"	"27070"	"Colorado"	"08"	862
	"Other Female Genital Organs"	"27070"	"Connecticut"	"09"	703
	"Other Female Genital Organs"	"27070"	"Delaware"	"10"	95
	"Other Female Genital Organs"	"27070"	"District of Columbia"	"11"	109
	"Other Female Genital Organs"	"27070"	"Florida"	"12"	3060
	"Other Female Genital Organs"	"27070"	"Georgia"	"13"	1077
	"Other Female Genital Organs"	"27070"	"Hawaii"	"15"	346
	"Other Female Genital Organs"	"27070"	"Idaho"	"16"	167
	"Other Female Genital Organs"	"27070"	"Illinois"	"17"	2015
	"Other Female Genital Organs"	"27070"	"Indiana"	"18"	857
	"Other Female Genital Organs"	"27070"	"Iowa"	"19"	684
	"Other Female Genital Organs"	"27070"	"Kansas"	"20"	395
	"Other Female Genital Organs"	"27070"	"Kentucky"	"21"	775
	"Other Female Genital Organs"	"27070"	"Louisiana"	"22"	502
	"Other Female Genital Organs"	"27070"	"Maine"	"23"	454
	"Other Female Genital Organs"	"27070"	"Maryland"	"24"	957
	"Other Female Genital Organs"	"27070"	"Massachusetts"	"25"	1500
	"Other Female Genital Organs"	"27070"	"Michigan"	"26"	1615
	"Other Female Genital Organs"	"27070"	"Minnesota"	"27"	1370
	"Other Female Genital Organs"	"27070"	"Mississippi"	"28"	289
	"Other Female Genital Organs"	"27070"	"Missouri"	"29"	970
	"Other Female Genital Organs"	"27070"	"Montana"	"30"	154
	"Other Female Genital Organs"	"27070"	"Nebraska"	"31"	245
	"Other Female Genital Organs"	"27070"	"Nevada"	"32"	249
	"Other Female Genital Organs"	"27070"	"New Hampshire"	"33"	324
	"Other Female Genital Organs"	"27070"	"New Jersey"	"34"	1579
	"Other Female Genital Organs"	"27070"	"New Mexico"	"35"	349
	"Other Female Genital Organs"	"27070"	"New York"	"36"	3715
	"Other Female Genital Organs"	"27070"	"North Carolina"	"37"	1540
	"Other Female Genital Organs"	"27070"	"North Dakota"	"38"	98
	"Other Female Genital Organs"	"27070"	"Ohio"	"39"	1511
	"Other Female Genital Organs"	"27070"	"Oklahoma"	"40"	314
	"Other Female Genital Organs"	"27070"	"Oregon"	"41"	743
	"Other Female Genital Organs"	"27070"	"Pennsylvania"	"42"	2265
	"Other Female Genital Organs"	"27070"	"Rhode Island"	"44"	317
	"Other Female Genital Organs"	"27070"	"South Carolina"	"45"	628
	"Other Female Genital Organs"	"27070"	"South Dakota"	"46"	85
	"Other Female Genital Organs"	"27070"	"Tennessee"	"47"	809
	"Other Female Genital Organs"	"27070"	"Texas"	"48"	2519
	"Other Female Genital Organs"	"27070"	"Utah"	"49"	293
	"Other Female Genital Organs"	"27070"	"Vermont"	"50"	172
	"Other Female Genital Organs"	"27070"	"Virginia"	"51"	1137
	"Other Female Genital Organs"	"27070"	"Washington"	"53"	1547
	"Other Female Genital Organs"	"27070"	"West Virginia"	"54"	199
	"Other Female Genital Organs"	"27070"	"Wisconsin"	"55"	837
	"Other Female Genital Organs"	"27070"	"Wyoming"	"56"	65
	"Male Genital System"	"28010-28040"	"Alabama"	"01"	78739
	"Male Genital System"	"28010-28040"	"Alaska"	"02"	8290
	"Male Genital System"	"28010-28040"	"Arizona"	"04"	80369
	"Male Genital System"	"28010-28040"	"Arkansas"	"05"	48579
	"Male Genital System"	"28010-28040"	"California"	"06"	494584
	"Male Genital System"	"28010-28040"	"Colorado"	"08"	71561
	"Male Genital System"	"28010-28040"	"Connecticut"	"09"	64127
	"Male Genital System"	"28010-28040"	"Delaware"	"10"	17714
	"Male Genital System"	"28010-28040"	"District of Columbia"	"11"	10473
	"Male Genital System"	"28010-28040"	"Florida"	"12"	351752
	"Male Genital System"	"28010-28040"	"Georgia"	"13"	145448
	"Male Genital System"	"28010-28040"	"Hawaii"	"15"	19201
	"Male Genital System"	"28010-28040"	"Idaho"	"16"	25802
	"Male Genital System"	"28010-28040"	"Illinois"	"17"	201001
	"Male Genital System"	"28010-28040"	"Indiana"	"18"	85831
	"Male Genital System"	"28010-28040"	"Iowa"	"19"	51776
	"Male Genital System"	"28010-28040"	"Kansas"	"20"	46702
	"Male Genital System"	"28010-28040"	"Kentucky"	"21"	66166
	"Male Genital System"	"28010-28040"	"Louisiana"	"22"	79909
	"Male Genital System"	"28010-28040"	"Maine"	"23"	24573
	"Male Genital System"	"28010-28040"	"Maryland"	"24"	98514
	"Male Genital System"	"28010-28040"	"Massachusetts"	"25"	113038
	"Male Genital System"	"28010-28040"	"Michigan"	"26"	181179
	"Male Genital System"	"28010-28040"	"Minnesota"	"27"	92669
	"Male Genital System"	"28010-28040"	"Mississippi"	"28"	42139
	"Male Genital System"	"28010-28040"	"Missouri"	"29"	86830
	"Male Genital System"	"28010-28040"	"Montana"	"30"	20738
	"Male Genital System"	"28010-28040"	"Nebraska"	"31"	30745
	"Male Genital System"	"28010-28040"	"Nevada"	"32"	35468
	"Male Genital System"	"28010-28040"	"New Hampshire"	"33"	24257
	"Male Genital System"	"28010-28040"	"New Jersey"	"34"	167692
	"Male Genital System"	"28010-28040"	"New Mexico"	"35"	28724
	"Male Genital System"	"28010-28040"	"New York"	"36"	346165
	"Male Genital System"	"28010-28040"	"North Carolina"	"37"	157548
	"Male Genital System"	"28010-28040"	"North Dakota"	"38"	12874
	"Male Genital System"	"28010-28040"	"Ohio"	"39"	187886
	"Male Genital System"	"28010-28040"	"Oklahoma"	"40"	55850
	"Male Genital System"	"28010-28040"	"Oregon"	"41"	61516
	"Male Genital System"	"28010-28040"	"Pennsylvania"	"42"	229501
	"Male Genital System"	"28010-28040"	"Rhode Island"	"44"	18457
	"Male Genital System"	"28010-28040"	"South Carolina"	"45"	79814
	"Male Genital System"	"28010-28040"	"South Dakota"	"46"	13850
	"Male Genital System"	"28010-28040"	"Tennessee"	"47"	95724
	"Male Genital System"	"28010-28040"	"Texas"	"48"	309440
	"Male Genital System"	"28010-28040"	"Utah"	"49"	36343
	"Male Genital System"	"28010-28040"	"Vermont"	"50"	10869
	"Male Genital System"	"28010-28040"	"Virginia"	"51"	118324
	"Male Genital System"	"28010-28040"	"Washington"	"53"	105730
	"Male Genital System"	"28010-28040"	"West Virginia"	"54"	31070
	"Male Genital System"	"28010-28040"	"Wisconsin"	"55"	99142
	"Male Genital System"	"28010-28040"	"Wyoming"	"56"	9633
	"Prostate"	"28010"	"Alabama"	"01"	76062
	"Prostate"	"28010"	"Alaska"	"02"	7731
	"Prostate"	"28010"	"Arizona"	"04"	76014
	"Prostate"	"28010"	"Arkansas"	"05"	46820
	"Prostate"	"28010"	"California"	"06"	466678
	"Prostate"	"28010"	"Colorado"	"08"	67679
	"Prostate"	"28010"	"Connecticut"	"09"	61354
	"Prostate"	"28010"	"Delaware"	"10"	17150
	"Prostate"	"28010"	"District of Columbia"	"11"	10077
	"Prostate"	"28010"	"Florida"	"12"	339341
