Notes,States,States Code,Year,Year Code,Leading Cancer Sites,Leading Cancer Sites Code,Sex,Sex Code,Count
,Montana,30,2013,2013,Non-Hodgkin Lymphoma,33041-33042,Female,F,112
,Montana,30,2013,2013,Non-Hodgkin Lymphoma,33041-33042,Male,M,145
,Montana,30,2013,2013,Oral Cavity and Pharynx,20010-20100,Female,F,37
,Montana,30,2013,2013,Oral Cavity and Pharynx,20010-20100,Male,M,107
,Montana,30,2013,2013,Ovary,27040,Female,F,62
,Montana,30,2013,2013,Pancreas,21100,Female,F,76
,Montana,30,2013,2013,Pancreas,21100,Male,M,78
,Montana,30,2013,2013,Prostate,28010,Male,M,764
,Montana,30,2013,2013,Stomach,21020,Female,F,23
,Montana,30,2013,2013,Stomach,21020,Male,M,37
,Montana,30,2013,2013,Thyroid,32010,Female,F,111
,Montana,30,2013,2013,Thyroid,32010,Male,M,39
,Montana,30,2013,2013,Urinary Bladder invasive and in situ,29010,Female,F,76
,Montana,30,2013,2013,Urinary Bladder invasive and in situ,29010,Male,M,199
,Montana,30,2014,2014,Brain and Other Nervous System,31010-31040,Female,F,35
,Montana,30,2014,2014,Brain and Other Nervous System,31010-31040,Male,M,57
,Montana,30,2014,2014,Breast,26000,Female,F,846
,Montana,30,2014,2014,Cervix Uteri,27010,Female,F,40
,Montana,30,2014,2014,Colon and Rectum,21041-21052,Female,F,233
,Montana,30,2014,2014,Colon and Rectum,21041-21052,Male,M,268
,Montana,30,2014,2014,Corpus Uteri,27020,Female,F,189
,Montana,30,2014,2014,Esophagus,21010,Male,M,51
,Montana,30,2014,2014,Kidney and Renal Pelvis,29020,Female,F,74
,Montana,30,2014,2014,Kidney and Renal Pelvis,29020,Male,M,120
,Montana,30,2014,2014,Larynx,22020,Male,M,37
,Montana,30,2014,2014,Leukemias,35011-35043,Female,F,71
,Montana,30,2014,2014,Leukemias,35011-35043,Male,M,123
,Montana,30,2014,2014,Liver,21071,Female,F,16
,Montana,30,2014,2014,Liver,21071,Male,M,67
,Montana,30,2014,2014,Lung and Bronchus,22030,Female,F,352
,Montana,30,2014,2014,Lung and Bronchus,22030,Male,M,377
,Montana,30,2014,2014,Melanoma of the Skin,25010,Female,F,155
,Montana,30,2014,2014,Melanoma of the Skin,25010,Male,M,186
,Montana,30,2014,2014,Myeloma,34000,Female,F,33
,Montana,30,2014,2014,Myeloma,34000,Male,M,55
,Montana,30,2014,2014,Non-Hodgkin Lymphoma,33041-33042,Female,F,103
,Montana,30,2014,2014,Non-Hodgkin Lymphoma,33041-33042,Male,M,142
,Montana,30,2014,2014,Oral Cavity and Pharynx,20010-20100,Female,F,39
,Montana,30,2014,2014,Oral Cavity and Pharynx,20010-20100,Male,M,111
,Montana,30,2014,2014,Ovary,27040,Female,F,74
,Montana,30,2014,2014,Pancreas,21100,Female,F,80
,Montana,30,2014,2014,Pancreas,21100,Male,M,72
,Montana,30,2014,2014,Prostate,28010,Male,M,727
,Montana,30,2014,2014,Stomach,21020,Female,F,25
,Montana,30,2014,2014,Stomach,21020,Male,M,36
,Montana,30,2014,2014,Thyroid,32010,Female,F,103
,Montana,30,2014,2014,Thyroid,32010,Male,M,52
,Montana,30,2014,2014,Urinary Bladder invasive and in situ,29010,Female,F,63
,Montana,30,2014,2014,Urinary Bladder invasive and in situ,29010,Male,M,216
,Montana,30,2015,2015,Brain and Other Nervous System,31010-31040,Female,F,43
,Montana,30,2015,2015,Brain and Other Nervous System,31010-31040,Male,M,57
,Montana,30,2015,2015,Breast,26000,Female,F,880
,Montana,30,2015,2015,Cervix Uteri,27010,Female,F,42
,Montana,30,2015,2015,Colon and Rectum,21041-21052,Female,F,220
,Montana,30,2015,2015,Colon and Rectum,21041-21052,Male,M,297
,Montana,30,2015,2015,Corpus Uteri,27020,Female,F,175
,Montana,30,2015,2015,Esophagus,21010,Male,M,70
,Montana,30,2015,2015,Kidney and Renal Pelvis,29020,Female,F,72
,Montana,30,2015,2015,Kidney and Renal Pelvis,29020,Male,M,156
,Montana,30,2015,2015,Larynx,22020,Male,M,19
,Montana,30,2015,2015,Leukemias,35011-35043,Female,F,82
,Montana,30,2015,2015,Leukemias,35011-35043,Male,M,122
,Montana,30,2015,2015,Liver,21071,Male,M,61
,Montana,30,2015,2015,Lung and Bronchus,22030,Female,F,400
,Montana,30,2015,2015,Lung and Bronchus,22030,Male,M,350
,Montana,30,2015,2015,Melanoma of the Skin,25010,Female,F,142
,Montana,30,2015,2015,Melanoma of the Skin,25010,Male,M,188
,Montana,30,2015,2015,Myeloma,34000,Female,F,31
,Montana,30,2015,2015,Myeloma,34000,Male,M,56
,Montana,30,2015,2015,Non-Hodgkin Lymphoma,33041-33042,Female,F,100
,Montana,30,2015,2015,Non-Hodgkin Lymphoma,33041-33042,Male,M,135
,Montana,30,2015,2015,Oral Cavity and Pharynx,20010-20100,Female,F,43
,Montana,30,2015,2015,Oral Cavity and Pharynx,20010-20100,Male,M,110
,Montana,30,2015,2015,Ovary,27040,Female,F,77
,Montana,30,2015,2015,Pancreas,21100,Female,F,83
,Montana,30,2015,2015,Pancreas,21100,Male,M,99
,Montana,30,2015,2015,Prostate,28010,Male,M,854
,Montana,30,2015,2015,Stomach,21020,Female,F,19
,Montana,30,2015,2015,Stomach,21020,Male,M,40
,Montana,30,2015,2015,Thyroid,32010,Female,F,123
,Montana,30,2015,2015,Thyroid,32010,Male,M,43
,Montana,30,2015,2015,Urinary Bladder invasive and in situ,29010,Female,F,67
,Montana,30,2015,2015,Urinary Bladder invasive and in situ,29010,Male,M,256
,Montana,30,2016,2016,Brain and Other Nervous System,31010-31040,Female,F,43
,Montana,30,2016,2016,Brain and Other Nervous System,31010-31040,Male,M,49
,Montana,30,2016,2016,Breast,26000,Female,F,860
,Montana,30,2016,2016,Cervix Uteri,27010,Female,F,48
,Montana,30,2016,2016,Colon and Rectum,21041-21052,Female,F,224
,Montana,30,2016,2016,Colon and Rectum,21041-21052,Male,M,274
,Montana,30,2016,2016,Corpus Uteri,27020,Female,F,182
,Montana,30,2016,2016,Esophagus,21010,Male,M,59
,Montana,30,2016,2016,Kidney and Renal Pelvis,29020,Female,F,79
,Montana,30,2016,2016,Kidney and Renal Pelvis,29020,Male,M,151
,Montana,30,2016,2016,Larynx,22020,Male,M,27
,Montana,30,2016,2016,Leukemias,35011-35043,Female,F,70
,Montana,30,2016,2016,Leukemias,35011-35043,Male,M,143
,Montana,30,2016,2016,Liver,21071,Male,M,65
,Montana,30,2016,2016,Lung and Bronchus,22030,Female,F,403
,Montana,30,2016,2016,Lung and Bronchus,22030,Male,M,354
,Montana,30,2016,2016,Melanoma of the Skin,25010,Female,F,147
,Montana,30,2016,2016,Melanoma of the Skin,25010,Male,M,203
,Montana,30,2016,2016,Myeloma,34000,Female,F,43
,Montana,30,2016,2016,Myeloma,34000,Male,M,62
,Montana,30,2016,2016,Non-Hodgkin Lymphoma,33041-33042,Female,F,110
,Montana,30,2016,2016,Non-Hodgkin Lymphoma,33041-33042,Male,M,139
,Montana,30,2016,2016,Oral Cavity and Pharynx,20010-20100,Female,F,48
,Montana,30,2016,2016,Oral Cavity and Pharynx,20010-20100,Male,M,118
,Montana,30,2016,2016,Ovary,27040,Female,F,93
,Montana,30,2016,2016,Pancreas,21100,Female,F,77
,Montana,30,2016,2016,Pancreas,21100,Male,M,106
,Montana,30,2016,2016,Prostate,28010,Male,M,958
,Montana,30,2016,2016,Stomach,21020,Female,F,19
,Montana,30,2016,2016,Stomach,21020,Male,M,56
,Montana,30,2016,2016,Thyroid,32010,Female,F,102
,Montana,30,2016,2016,Thyroid,32010,Male,M,46
,Montana,30,2016,2016,Urinary Bladder invasive and in situ,29010,Female,F,84
,Montana,30,2016,2016,Urinary Bladder invasive and in situ,29010,Male,M,263
,Montana,30,2017,2017,Brain and Other Nervous System,31010-31040,Female,F,36
,Montana,30,2017,2017,Brain and Other Nervous System,31010-31040,Male,M,47
,Montana,30,2017,2017,Breast,26000,Female,F,953
,Montana,30,2017,2017,Cervix Uteri,27010,Female,F,33
,Montana,30,2017,2017,Colon and Rectum,21041-21052,Female,F,216
,Montana,30,2017,2017,Colon and Rectum,21041-21052,Male,M,295
,Montana,30,2017,2017,Corpus Uteri,27020,Female,F,217
,Montana,30,2017,2017,Esophagus,21010,Male,M,51
,Montana,30,2017,2017,Kidney and Renal Pelvis,29020,Female,F,89
,Montana,30,2017,2017,Kidney and Renal Pelvis,29020,Male,M,168
,Montana,30,2017,2017,Larynx,22020,Male,M,31
,Montana,30,2017,2017,Leukemias,35011-35043,Female,F,86
,Montana,30,2017,2017,Leukemias,35011-35043,Male,M,128
,Montana,30,2017,2017,Liver,21071,Female,F,26
,Montana,30,2017,2017,Liver,21071,Male,M,69
,Montana,30,2017,2017,Lung and Bronchus,22030,Female,F,385
,Montana,30,2017,2017,Lung and Bronchus,22030,Male,M,330
,Montana,30,2017,2017,Melanoma of the Skin,25010,Female,F,174
,Montana,30,2017,2017,Melanoma of the Skin,25010,Male,M,218
,Montana,30,2017,2017,Myeloma,34000,Female,F,47
,Montana,30,2017,2017,Myeloma,34000,Male,M,59
,Montana,30,2017,2017,Non-Hodgkin Lymphoma,33041-33042,Female,F,102
,Montana,30,2017,2017,Non-Hodgkin Lymphoma,33041-33042,Male,M,155
,Montana,30,2017,2017,Oral Cavity and Pharynx,20010-20100,Female,F,45
,Montana,30,2017,2017,Oral Cavity and Pharynx,20010-20100,Male,M,131
,Montana,30,2017,2017,Ovary,27040,Female,F,66
,Montana,30,2017,2017,Pancreas,21100,Female,F,81
,Montana,30,2017,2017,Pancreas,21100,Male,M,85
,Montana,30,2017,2017,Prostate,28010,Male,M,1036
,Montana,30,2017,2017,Stomach,21020,Female,F,29
,Montana,30,2017,2017,Stomach,21020,Male,M,48
,Montana,30,2017,2017,Thyroid,32010,Female,F,106
,Montana,30,2017,2017,Thyroid,32010,Male,M,47
,Montana,30,2017,2017,Urinary Bladder invasive and in situ,29010,Female,F,82
,Montana,30,2017,2017,Urinary Bladder invasive and in situ,29010,Male,M,248
,Montana,30,2018,2018,Brain and Other Nervous System,31010-31040,Female,F,43
,Montana,30,2018,2018,Brain and Other Nervous System,31010-31040,Male,M,52
,Montana,30,2018,2018,Breast,26000,Female,F,1001
,Montana,30,2018,2018,Cervix Uteri,27010,Female,F,30
,Montana,30,2018,2018,Colon and Rectum,21041-21052,Female,F,207
,Montana,30,2018,2018,Colon and Rectum,21041-21052,Male,M,272
,Montana,30,2018,2018,Corpus Uteri,27020,Female,F,158
,Montana,30,2018,2018,Esophagus,21010,Male,M,53
,Montana,30,2018,2018,Kidney and Renal Pelvis,29020,Female,F,86
,Montana,30,2018,2018,Kidney and Renal Pelvis,29020,Male,M,171
,Montana,30,2018,2018,Larynx,22020,Male,M,25
,Montana,30,2018,2018,Leukemias,35011-35043,Female,F,67
,Montana,30,2018,2018,Leukemias,35011-35043,Male,M,140
,Montana,30,2018,2018,Liver,21071,Female,F,20
,Montana,30,2018,2018,Liver,21071,Male,M,71
,Montana,30,2018,2018,Lung and Bronchus,22030,Female,F,354
,Montana,30,2018,2018,Lung and Bronchus,22030,Male,M,361
,Montana,30,2018,2018,Melanoma of the Skin,25010,Female,F,154
,Montana,30,2018,2018,Melanoma of the Skin,25010,Male,M,240
,Montana,30,2018,2018,Myeloma,34000,Female,F,44
,Montana,30,2018,2018,Myeloma,34000,Male,M,62
,Montana,30,2018,2018,Non-Hodgkin Lymphoma,33041-33042,Female,F,109
,Montana,30,2018,2018,Non-Hodgkin Lymphoma,33041-33042,Male,M,148
,Montana,30,2018,2018,Oral Cavity and Pharynx,20010-20100,Female,F,46
,Montana,30,2018,2018,Oral Cavity and Pharynx,20010-20100,Male,M,136
,Montana,30,2018,2018,Ovary,27040,Female,F,59
,Montana,30,2018,2018,Pancreas,21100,Female,F,83
,Montana,30,2018,2018,Pancreas,21100,Male,M,99
,Montana,30,2018,2018,Prostate,28010,Male,M,1084
,Montana,30,2018,2018,Stomach,21020,Female,F,30
,Montana,30,2018,2018,Stomach,21020,Male,M,51
,Montana,30,2018,2018,Thyroid,32010,Female,F,110
,Montana,30,2018,2018,Thyroid,32010,Male,M,54
,Montana,30,2018,2018,Urinary Bladder invasive and in situ,29010,Female,F,74
,Montana,30,2018,2018,Urinary Bladder invasive and in situ,29010,Male,M,251
,Montana,30,2019,2019,Brain and Other Nervous System,31010-31040,Female,F,48
,Montana,30,2019,2019,Brain and Other Nervous System,31010-31040,Male,M,45
,Montana,30,2019,2019,Breast,26000,Female,F,938
,Montana,30,2019,2019,Cervix Uteri,27010,Female,F,37
,Montana,30,2019,2019,Colon and Rectum,21041-21052,Female,F,218
,Montana,30,2019,2019,Colon and Rectum,21041-21052,Male,M,271
,Montana,30,2019,2019,Corpus Uteri,27020,Female,F,199
,Montana,30,2019,2019,Esophagus,21010,Female,F,17
,Montana,30,2019,2019,Esophagus,21010,Male,M,54
,Montana,30,2019,2019,Kidney and Renal Pelvis,29020,Female,F,71
,Montana,30,2019,2019,Kidney and Renal Pelvis,29020,Male,M,138
,Montana,30,2019,2019,Larynx,22020,Male,M,29
,Montana,30,2019,2019,Leukemias,35011-35043,Female,F,71
,Montana,30,2019,2019,Leukemias,35011-35043,Male,M,147
,Montana,30,2019,2019,Liver,21071,Female,F,23
,Montana,30,2019,2019,Liver,21071,Male,M,68
,Montana,30,2019,2019,Lung and Bronchus,22030,Female,F,369
,Montana,30,2019,2019,Lung and Bronchus,22030,Male,M,367
,Montana,30,2019,2019,Melanoma of the Skin,25010,Female,F,166
,Montana,30,2019,2019,Melanoma of the Skin,25010,Male,M,245
,Montana,30,2019,2019,Myeloma,34000,Female,F,49
,Montana,30,2019,2019,Myeloma,34000,Male,M,66
,Montana,30,2019,2019,Non-Hodgkin Lymphoma,33041-33042,Female,F,104
,Montana,30,2019,2019,Non-Hodgkin Lymphoma,33041-33042,Male,M,130
,Montana,30,2019,2019,Oral Cavity and Pharynx,20010-20100,Female,F,57
,Montana,30,2019,2019,Oral Cavity and Pharynx,20010-20100,Male,M,101
,Montana,30,2019,2019,Ovary,27040,Female,F,61
,Montana,30,2019,2019,Pancreas,21100,Female,F,86
,Montana,30,2019,2019,Pancreas,21100,Male,M,96
,Montana,30,2019,2019,Prostate,28010,Male,M,1072
,Montana,30,2019,2019,Stomach,21020,Female,F,21
,Montana,30,2019,2019,Stomach,21020,Male,M,31
,Montana,30,2019,2019,Thyroid,32010,Female,F,102
,Montana,30,2019,2019,Thyroid,32010,Male,M,57
,Montana,30,2019,2019,Urinary Bladder invasive and in situ,29010,Female,F,66
,Montana,30,2019,2019,Urinary Bladder invasive and in situ,29010,Male,M,293
,Montana,30,2020,2020,Brain and Other Nervous System,31010-31040,Female,F,34
,Montana,30,2020,2020,Brain and Other Nervous System,31010-31040,Male,M,51
,Montana,30,2020,2020,Breast,26000,Female,F,833
,Montana,30,2020,2020,Cervix Uteri,27010,Female,F,41
,Montana,30,2020,2020,Colon and Rectum,21041-21052,Female,F,221
,Montana,30,2020,2020,Colon and Rectum,21041-21052,Male,M,278
,Montana,30,2020,2020,Corpus Uteri,27020,Female,F,173
,Montana,30,2020,2020,Esophagus,21010,Male,M,61
,Montana,30,2020,2020,Kidney and Renal Pelvis,29020,Female,F,69
,Montana,30,2020,2020,Kidney and Renal Pelvis,29020,Male,M,165
,Montana,30,2020,2020,Larynx,22020,Male,M,28
,Montana,30,2020,2020,Leukemias,35011-35043,Female,F,71
,Montana,30,2020,2020,Leukemias,35011-35043,Male,M,113
,Montana,30,2020,2020,Liver,21071,Female,F,25
,Montana,30,2020,2020,Liver,21071,Male,M,52
,Montana,30,2020,2020,Lung and Bronchus,22030,Female,F,347
,Montana,30,2020,2020,Lung and Bronchus,22030,Male,M,306
,Montana,30,2020,2020,Melanoma of the Skin,25010,Female,F,127
,Montana,30,2020,2020,Melanoma of the Skin,25010,Male,M,190
,Montana,30,2020,2020,Myeloma,34000,Female,F,36
,Montana,30,2020,2020,Myeloma,34000,Male,M,47
,Montana,30,2020,2020,Non-Hodgkin Lymphoma,33041-33042,Female,F,101
,Montana,30,2020,2020,Non-Hodgkin Lymphoma,33041-33042,Male,M,152
,Montana,30,2020,2020,Oral Cavity and Pharynx,20010-20100,Female,F,46
,Montana,30,2020,2020,Oral Cavity and Pharynx,20010-20100,Male,M,124
,Montana,30,2020,2020,Ovary,27040,Female,F,70
,Montana,30,2020,2020,Pancreas,21100,Female,F,76
,Montana,30,2020,2020,Pancreas,21100,Male,M,109
,Montana,30,2020,2020,Prostate,28010,Male,M,966
,Montana,30,2020,2020,Stomach,21020,Female,F,19
,Montana,30,2020,2020,Stomach,21020,Male,M,41
,Montana,30,2020,2020,Thyroid,32010,Female,F,97
,Montana,30,2020,2020,Thyroid,32010,Male,M,51
,Montana,30,2020,2020,Urinary Bladder invasive and in situ,29010,Female,F,56
,Montana,30,2020,2020,Urinary Bladder invasive and in situ,29010,Male,M,247
,Nebraska,31,2000,2000,Brain and Other Nervous System,31010-31040,Female,F,51
,Nebraska,31,2000,2000,Brain and Other Nervous System,31010-31040,Male,M,72
,Nebraska,31,2000,2000,Breast,26000,Female,F,1268
,Nebraska,31,2000,2000,Cervix Uteri,27010,Female,F,82
,Nebraska,31,2000,2000,Colon and Rectum,21041-21052,Female,F,563
,Nebraska,31,2000,2000,Colon and Rectum,21041-21052,Male,M,559
,Nebraska,31,2000,2000,Corpus Uteri,27020,Female,F,273
,Nebraska,31,2000,2000,Esophagus,21010,Female,F,23
,Nebraska,31,2000,2000,Esophagus,21010,Male,M,57
,Nebraska,31,2000,2000,Kidney and Renal Pelvis,29020,Female,F,97
,Nebraska,31,2000,2000,Kidney and Renal Pelvis,29020,Male,M,134
,Nebraska,31,2000,2000,Larynx,22020,Male,M,49
,Nebraska,31,2000,2000,Leukemias,35011-35043,Female,F,111
,Nebraska,31,2000,2000,Leukemias,35011-35043,Male,M,145
,Nebraska,31,2000,2000,Liver,21071,Female,F,19
,Nebraska,31,2000,2000,Liver,21071,Male,M,26
,Nebraska,31,2000,2000,Lung and Bronchus,22030,Female,F,479
,Nebraska,31,2000,2000,Lung and Bronchus,22030,Male,M,625
,Nebraska,31,2000,2000,Melanoma of the Skin,25010,Female,F,104
,Nebraska,31,2000,2000,Melanoma of the Skin,25010,Male,M,142
,Nebraska,31,2000,2000,Myeloma,34000,Female,F,51
,Nebraska,31,2000,2000,Myeloma,34000,Male,M,50
,Nebraska,31,2000,2000,Non-Hodgkin Lymphoma,33041-33042,Female,F,190
,Nebraska,31,2000,2000,Non-Hodgkin Lymphoma,33041-33042,Male,M,184
,Nebraska,31,2000,2000,Oral Cavity and Pharynx,20010-20100,Female,F,64
,Nebraska,31,2000,2000,Oral Cavity and Pharynx,20010-20100,Male,M,118
,Nebraska,31,2000,2000,Ovary,27040,Female,F,137
,Nebraska,31,2000,2000,Pancreas,21100,Female,F,90
,Nebraska,31,2000,2000,Pancreas,21100,Male,M,95
,Nebraska,31,2000,2000,Prostate,28010,Male,M,1383
,Nebraska,31,2000,2000,Stomach,21020,Female,F,28
,Nebraska,31,2000,2000,Stomach,21020,Male,M,84
,Nebraska,31,2000,2000,Thyroid,32010,Female,F,90
,Nebraska,31,2000,2000,Thyroid,32010,Male,M,27
,Nebraska,31,2000,2000,Urinary Bladder invasive and in situ,29010,Female,F,90
,Nebraska,31,2000,2000,Urinary Bladder invasive and in situ,29010,Male,M,303
,Nebraska,31,2001,2001,Brain and Other Nervous System,31010-31040,Female,F,60
,Nebraska,31,2001,2001,Brain and Other Nervous System,31010-31040,Male,M,75
,Nebraska,31,2001,2001,Breast,26000,Female,F,1325
,Nebraska,31,2001,2001,Cervix Uteri,27010,Female,F,66
,Nebraska,31,2001,2001,Colon and Rectum,21041-21052,Female,F,538
,Nebraska,31,2001,2001,Colon and Rectum,21041-21052,Male,M,540
,Nebraska,31,2001,2001,Corpus Uteri,27020,Female,F,230
,Nebraska,31,2001,2001,Esophagus,21010,Female,F,18
,Nebraska,31,2001,2001,Esophagus,21010,Male,M,66
,Nebraska,31,2001,2001,Kidney and Renal Pelvis,29020,Female,F,109
,Nebraska,31,2001,2001,Kidney and Renal Pelvis,29020,Male,M,133
,Nebraska,31,2001,2001,Larynx,22020,Male,M,59
,Nebraska,31,2001,2001,Leukemias,35011-35043,Female,F,100
,Nebraska,31,2001,2001,Leukemias,35011-35043,Male,M,146
,Nebraska,31,2001,2001,Liver,21071,Male,M,38
,Nebraska,31,2001,2001,Lung and Bronchus,22030,Female,F,465
,Nebraska,31,2001,2001,Lung and Bronchus,22030,Male,M,657
,Nebraska,31,2001,2001,Melanoma of the Skin,25010,Female,F,117
,Nebraska,31,2001,2001,Melanoma of the Skin,25010,Male,M,148
,Nebraska,31,2001,2001,Myeloma,34000,Female,F,43
,Nebraska,31,2001,2001,Myeloma,34000,Male,M,60
,Nebraska,31,2001,2001,Non-Hodgkin Lymphoma,33041-33042,Female,F,172
,Nebraska,31,2001,2001,Non-Hodgkin Lymphoma,33041-33042,Male,M,180
,Nebraska,31,2001,2001,Oral Cavity and Pharynx,20010-20100,Female,F,76
,Nebraska,31,2001,2001,Oral Cavity and Pharynx,20010-20100,Male,M,140
,Nebraska,31,2001,2001,Ovary,27040,Female,F,135
,Nebraska,31,2001,2001,Pancreas,21100,Female,F,83
,Nebraska,31,2001,2001,Pancreas,21100,Male,M,84
,Nebraska,31,2001,2001,Prostate,28010,Male,M,1269
,Nebraska,31,2001,2001,Stomach,21020,Female,F,45
,Nebraska,31,2001,2001,Stomach,21020,Male,M,68
,Nebraska,31,2001,2001,Thyroid,32010,Female,F,89
,Nebraska,31,2001,2001,Thyroid,32010,Male,M,45
,Nebraska,31,2001,2001,Urinary Bladder invasive and in situ,29010,Female,F,114
,Nebraska,31,2001,2001,Urinary Bladder invasive and in situ,29010,Male,M,317
,Nebraska,31,2002,2002,Brain and Other Nervous System,31010-31040,Female,F,49
,Nebraska,31,2002,2002,Brain and Other Nervous System,31010-31040,Male,M,79
,Nebraska,31,2002,2002,Breast,26000,Female,F,1334
,Nebraska,31,2002,2002,Cervix Uteri,27010,Female,F,78
,Nebraska,31,2002,2002,Colon and Rectum,21041-21052,Female,F,509
,Nebraska,31,2002,2002,Colon and Rectum,21041-21052,Male,M,552
,Nebraska,31,2002,2002,Corpus Uteri,27020,Female,F,251
,Nebraska,31,2002,2002,Esophagus,21010,Female,F,20
,Nebraska,31,2002,2002,Esophagus,21010,Male,M,72
,Nebraska,31,2002,2002,Gallbladder,21080,Female,F,19
,Nebraska,31,2002,2002,Kidney and Renal Pelvis,29020,Female,F,97
,Nebraska,31,2002,2002,Kidney and Renal Pelvis,29020,Male,M,172
,Nebraska,31,2002,2002,Larynx,22020,Male,M,43
,Nebraska,31,2002,2002,Leukemias,35011-35043,Female,F,126
,Nebraska,31,2002,2002,Leukemias,35011-35043,Male,M,145
,Nebraska,31,2002,2002,Liver,21071,Female,F,22
,Nebraska,31,2002,2002,Liver,21071,Male,M,34
,Nebraska,31,2002,2002,Lung and Bronchus,22030,Female,F,466
,Nebraska,31,2002,2002,Lung and Bronchus,22030,Male,M,668
,Nebraska,31,2002,2002,Melanoma of the Skin,25010,Female,F,144
,Nebraska,31,2002,2002,Melanoma of the Skin,25010,Male,M,161
,Nebraska,31,2002,2002,Myeloma,34000,Female,F,41
,Nebraska,31,2002,2002,Myeloma,34000,Male,M,50
,Nebraska,31,2002,2002,Non-Hodgkin Lymphoma,33041-33042,Female,F,173
,Nebraska,31,2002,2002,Non-Hodgkin Lymphoma,33041-33042,Male,M,220
,Nebraska,31,2002,2002,Oral Cavity and Pharynx,20010-20100,Female,F,82
,Nebraska,31,2002,2002,Oral Cavity and Pharynx,20010-20100,Male,M,120
,Nebraska,31,2002,2002,Ovary,27040,Female,F,122
,Nebraska,31,2002,2002,Pancreas,21100,Female,F,95
,Nebraska,31,2002,2002,Pancreas,21100,Male,M,100
,Nebraska,31,2002,2002,Prostate,28010,Male,M,1285
,Nebraska,31,2002,2002,Stomach,21020,Female,F,36
,Nebraska,31,2002,2002,Stomach,21020,Male,M,61
,Nebraska,31,2002,2002,Thyroid,32010,Female,F,127
,Nebraska,31,2002,2002,Thyroid,32010,Male,M,39
,Nebraska,31,2002,2002,Urinary Bladder invasive and in situ,29010,Female,F,105
,Nebraska,31,2002,2002,Urinary Bladder invasive and in situ,29010,Male,M,293
,Nebraska,31,2003,2003,Brain and Other Nervous System,31010-31040,Female,F,45
,Nebraska,31,2003,2003,Brain and Other Nervous System,31010-31040,Male,M,65
,Nebraska,31,2003,2003,Breast,26000,Female,F,1188
,Nebraska,31,2003,2003,Cervix Uteri,27010,Female,F,68
,Nebraska,31,2003,2003,Colon and Rectum,21041-21052,Female,F,515
,Nebraska,31,2003,2003,Colon and Rectum,21041-21052,Male,M,562
,Nebraska,31,2003,2003,Corpus Uteri,27020,Female,F,284
,Nebraska,31,2003,2003,Esophagus,21010,Male,M,62
,Nebraska,31,2003,2003,Kidney and Renal Pelvis,29020,Female,F,91
,Nebraska,31,2003,2003,Kidney and Renal Pelvis,29020,Male,M,152
,Nebraska,31,2003,2003,Larynx,22020,Male,M,51
,Nebraska,31,2003,2003,Leukemias,35011-35043,Female,F,123
,Nebraska,31,2003,2003,Leukemias,35011-35043,Male,M,145
,Nebraska,31,2003,2003,Liver,21071,Female,F,21
,Nebraska,31,2003,2003,Liver,21071,Male,M,49
,Nebraska,31,2003,2003,Lung and Bronchus,22030,Female,F,515
,Nebraska,31,2003,2003,Lung and Bronchus,22030,Male,M,658
,Nebraska,31,2003,2003,Melanoma of the Skin,25010,Female,F,123
,Nebraska,31,2003,2003,Melanoma of the Skin,25010,Male,M,157
,Nebraska,31,2003,2003,Myeloma,34000,Female,F,64
,Nebraska,31,2003,2003,Myeloma,34000,Male,M,65
,Nebraska,31,2003,2003,Non-Hodgkin Lymphoma,33041-33042,Female,F,195
,Nebraska,31,2003,2003,Non-Hodgkin Lymphoma,33041-33042,Male,M,181
,Nebraska,31,2003,2003,Oral Cavity and Pharynx,20010-20100,Female,F,57
,Nebraska,31,2003,2003,Oral Cavity and Pharynx,20010-20100,Male,M,127
,Nebraska,31,2003,2003,Ovary,27040,Female,F,100
,Nebraska,31,2003,2003,Pancreas,21100,Female,F,90
,Nebraska,31,2003,2003,Pancreas,21100,Male,M,96
,Nebraska,31,2003,2003,Prostate,28010,Male,M,1268
,Nebraska,31,2003,2003,Stomach,21020,Female,F,30
,Nebraska,31,2003,2003,Stomach,21020,Male,M,60
,Nebraska,31,2003,2003,Thyroid,32010,Female,F,126
,Nebraska,31,2003,2003,Thyroid,32010,Male,M,31
,Nebraska,31,2003,2003,Urinary Bladder invasive and in situ,29010,Female,F,104
,Nebraska,31,2003,2003,Urinary Bladder invasive and in situ,29010,Male,M,284
,Nebraska,31,2004,2004,Brain and Other Nervous System,31010-31040,Female,F,54
,Nebraska,31,2004,2004,Brain and Other Nervous System,31010-31040,Male,M,70
,Nebraska,31,2004,2004,Breast,26000,Female,F,1229
,Nebraska,31,2004,2004,Cervix Uteri,27010,Female,F,63
,Nebraska,31,2004,2004,Colon and Rectum,21041-21052,Female,F,492
,Nebraska,31,2004,2004,Colon and Rectum,21041-21052,Male,M,527
,Nebraska,31,2004,2004,Corpus Uteri,27020,Female,F,275
,Nebraska,31,2004,2004,Esophagus,21010,Male,M,83
,Nebraska,31,2004,2004,Kidney and Renal Pelvis,29020,Female,F,107
,Nebraska,31,2004,2004,Kidney and Renal Pelvis,29020,Male,M,149
,Nebraska,31,2004,2004,Larynx,22020,Female,F,17
,Nebraska,31,2004,2004,Larynx,22020,Male,M,58
,Nebraska,31,2004,2004,Leukemias,35011-35043,Female,F,113
